severity	rule	token	suggested_token	line	language_table	sid	zh	ko_new	note
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2839	t_language.xml	106959	列子·黄帝	렬자·황제	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2840	t_language.xml	106960	列子·周穆王	렬자·주목왕	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2841	t_language.xml	106961	列子·仲尼	렬자·중니	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2842	t_language.xml	106962	列子·汤问	렬자·탕문	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2843	t_language.xml	106963	列子·力命	렬자·력명	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	력명	역명	2843	t_language.xml	106963	列子·力命	렬자·력명	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2844	t_language.xml	106964	列子·杨朱	렬자·양주	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렬자	열자	2845	t_language.xml	106965	列子·说符	렬자·설부	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	립본	입본	2856	t_language.xml	106976	商君书·立本	상군서·립본	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	래민	내민	2860	t_language.xml	106980	商君书·徕民	상군서·래민	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2870	t_language.xml	106990	六韬·豹	륙도·표	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2871	t_language.xml	106991	六韬·犬	륙도·견	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2872	t_language.xml	106992	六韬·龙	륙도·룡	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	룡	용	2872	t_language.xml	106992	六韬·龙	륙도·룡	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2873	t_language.xml	106993	六韬·虎	륙도·호	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2874	t_language.xml	106994	六韬·文	륙도·문	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	륙도	육도	2875	t_language.xml	106995	六韬·武	륙도·무	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	료적	요적	2898	t_language.xml	107018	吴子·料敌	오자·료적	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	론장	논장	2900	t_language.xml	107020	吴子·论将	오자·론장	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㅇ	려사	여사	2902	t_language.xml	107022	吴子·励士	오자·려사	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㅇ	령법	영법	2910	t_language.xml	107030	尉缭子·令法	위료자·령법	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㅇ	령추	영추	2933	t_language.xml	107053	黄帝内经·灵枢	황제내경·령추	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㅇ	령약	영약	3225	t_language.xml	107441	灵药	령약	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	림목	임목	3227	t_language.xml	107443	林木	림목	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	령단	영단	3244	t_language.xml	107460	灵丹	령단	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	략화	약화	3354	t_language.xml	109597	掠火	략화	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㅇ	려병	여병	3357	t_language.xml	109600	砺兵	려병	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	렴석	염석	3360	t_language.xml	109603	敛石	렴석	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	령오	영오	3414	t_language.xml	109657	领悟	령오	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	려가	여가	3442	t_language.xml	109685	励贾	려가	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	리치	이치	3490	t_language.xml	109733	吏治	리치	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	락자	낙자	3519	t_language.xml	109762	落子	락자	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㅇ	리인	이인	3529	t_language.xml	109772	利刃	리인	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㅇ	리인	이인	4212	t_language.xml	113770	利刃	리인	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㄴ	란신독	난신독	4286	t_language.xml	113844	乱神毒	란신독	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㄴ	란신	난신	4289	t_language.xml	113847	乱神（强毒）	란신(강독)	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㄴ	란신	난신	4292	t_language.xml	113850	乱神（剧毒）	란신(극독)	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	렵호가	엽호가	5403	t_language.xml	122542	立志成为村落中小有名气的猎户，带领家人以狩猎为生计。	마을에서 이름난 렵호가 되어 가족을 이끌고 사냥을 생업으로 삼기로 뜻을 세웁니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
수정 후보 높음	ㄹ→ㄴ	론도	논도	5668	t_language.xml	128008	论道难度	론도 난이도	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㄴ	로현	노현	5983	t_language.xml	201085	潞县	로현	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㄴ	로릉	노릉	6106	t_language.xml	201208	庐陵	로릉	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㄴ	로씨성지	노씨성지	6210	t_language.xml	201480	潞氏城池	로씨성지	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㄴ	로씨	노씨	6418	t_language.xml	202037	潞氏	로씨	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	림목	임목	6563	t_language.xml	208016	林木	림목	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㅇ	렵웅자	엽웅자	6773	t_language.xml	217078	雪境猎熊者	설경 렵웅자	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㄴ	론도대회	논도대회	7236	t_language.xml	218530	论道大会祭酒	론도대회 제주	번역문 첫 어절이 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㄴ	래복	내복	7361	t_language.xml	218659	莱菔	래복	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㄴ	뢰사	뇌사	7586	t_language.xml	306291	耒耜	뢰사	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄴ→ㅇ	니범이라고도	이범이라고도	7650	t_language.xml	306509	以陶土、砂石按器物形制制成的模具，又称泥范，可批量制作制式统一的器物。	도토와 사석을 기물의 형태에 맞춰 만든 틀로 니범이라고도 한다. 규격이 통일된 기물을 대량으로 제작할 수 있다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㅇ	력석으로	역석으로	8172	t_language.xml	307031	砾石刻武卒阵势纹兵符，魏国军伍制式凭信，为军中调训本国土卒专属信物，可整训魏国军队，强化阵战，提升士卒。	력석으로 새긴 무졸진세문 병부로, 위나라 군대의 정식 증표이며 본국 병사를 훈련하기 위한 전용 신물이다. 위나라 군대를 정돈하고 진법 전투를 강화하여 병사를 승급시킬 수 있다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
수정 후보 높음	ㄹ→ㅇ	령	영	9727	t_language.xml	316023	伶	령	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㄴ	란우를	난우를	10482	t_language.xml	318259	桐山赤金合鸾羽，古法锻为仪仗长戈。\n戈身刻青鸾纹，勾斩破甲，见则安宁。	통산적금과 란우를 합쳐 고법으로 의장장과를 단조했습니다.\n창 몸체에 청란 무늬가 새겨져 있으며, 걸어 베어 파갑니 이를 보면 평안해집니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	란우와	난우와	10489	t_language.xml	318266	江南铸师取百年柘木，合鸾羽制凤羽弓。\n弓含瑞气，百步穿杨，发矢如凤舞九天。	강남의 주조사가 백년 저목을 취해 란우와 합쳐 봉우궁을 제작했습니다.\n활에 상서로운 기운이 서려 있어 백 보 밖의 버드나무를 꿰뚫으며, 화살을 쏘면 마치 봉황이 구만리 상공에서 춤추는 듯합니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㅇ	렵전패도를	엽전패도를	10505	t_language.xml	318282	北地胡部熔精铁，古法锻为猎战佩刀。\n劈斩皆利，随身便携，牧猎战三用。	북지 호부에서 정철을 녹여 고법으로 렵전패도를 단조했습니다.\n베고 가르는 것이 모두 날카롭고 휴대가 간편하여, 유목·사냥·전투 세 용도로 쓰입니다.	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	뢰사	뇌사	10653	t_language.xml	318430	葛麻混兽皮制成的短褐，短身束腿，腰间挂药囊、耒耜挂饰，衣身染百草痕迹，形制质朴厚重，带着生养万物的温润之气。	칡베와 짐승 가죽을 섞어 만든 단갈로, 상의가 짧고 다리를 조였습니다. 허리에 약주머니와 뢰사 장식을 찼으며 옷에 온갖 풀의 흔적이 배어 있어, 형태가 소박하고 묵직하며 만물을 길러내는 온화한 기운을 담고 있습니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	뢰사	뇌사	10669	t_language.xml	318446	农家弟子专属装束，粗麻短褐，束腰绑腿，面料厚实耐磨，腰间挂耒耜模型、种子囊、农书简牍，形制与农夫装束相近。	농가 제자 전용 복장으로, 거친 삼베 단갈에 허리를 묶고 행전을 쳤습니다. 원단이 두껍고 마찰에 강하며 허리에 뢰사 모형, 씨앗 주머니, 농서 죽간을 차니 형태가 농부의 복장과 비슷합니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	뢰사	뇌사	10694	t_language.xml	318471	农家弟子专属装束，粗麻短褐，束腰绑腿，面料厚实耐磨，腰间挂耒耜模型、种子囊、农书简牍，形制与农夫装束相近。	농가 제자 전용 복장으로, 거친 삼베 단갈에 허리를 묶고 행전을 쳤습니다. 원단이 두껍고 마찰에 강하며 허리에 뢰사 모형, 씨앗 주머니, 농서 죽간을 차니 형태가 농부의 복장과 비슷합니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	로씨의	노씨의	11951	t_language.xml	401016	古之潞氏旧都，为华夏所征，现已分属上党，其境幽洋，物产丰沛，风水两佳，实为宝地。	옛 로씨의 옛 도읍으로 화하에 정벌되었으며, 현재는 상당에 속해 있습니다. 그 경계가 그윽하고 넓으며 물산이 풍부하고 풍수지리가 좋아 실로 보배로운 땅입니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	로씨가	노씨가	11960	t_language.xml	401025	百年前自从潞氏涉足于佣兵之列，其声名已扬于九州。但好景不长，潞氏族人终究因为它的强大而被围剿。尽管城寨已残破不堪，但潞氏已难以停止奔波。	백 년 전 로씨가 용병의 대열에 발을 들인 이후 그 명성이 구주에 드높았습니다. 그러나 좋은 시절은 오래가지 않았고, 로씨 일족은 결국 그 강력함 때문에 포위 공격을 당했습니다. 비록 성채는 파손되어 형편없지만, 로씨는 이미 분주함을 멈추기 어렵게 되었습니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	로씨	노씨	11960	t_language.xml	401025	百年前自从潞氏涉足于佣兵之列，其声名已扬于九州。但好景不长，潞氏族人终究因为它的强大而被围剿。尽管城寨已残破不堪，但潞氏已难以停止奔波。	백 년 전 로씨가 용병의 대열에 발을 들인 이후 그 명성이 구주에 드높았습니다. 그러나 좋은 시절은 오래가지 않았고, 로씨 일족은 결국 그 강력함 때문에 포위 공격을 당했습니다. 비록 성채는 파손되어 형편없지만, 로씨는 이미 분주함을 멈추기 어렵게 되었습니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	로씨는	노씨는	11960	t_language.xml	401025	百年前自从潞氏涉足于佣兵之列，其声名已扬于九州。但好景不长，潞氏族人终究因为它的强大而被围剿。尽管城寨已残破不堪，但潞氏已难以停止奔波。	백 년 전 로씨가 용병의 대열에 발을 들인 이후 그 명성이 구주에 드높았습니다. 그러나 좋은 시절은 오래가지 않았고, 로씨 일족은 결국 그 강력함 때문에 포위 공격을 당했습니다. 비록 성채는 파손되어 형편없지만, 로씨는 이미 분주함을 멈추기 어렵게 되었습니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㅇ	린갑	인갑	12539	t_language.xml	505066	鳞甲	린갑	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
수정 후보 높음	ㄹ→ㄴ	뢰사	뇌사	13043	t_language.xml	514210	耒耜	뢰사	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
검토 필요	ㄹ→ㄴ	루번	누번	13611	t_language.xml	523213	帮助楼烦	루번 돕기	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	로씨	노씨	13612	t_language.xml	523214	帮助潞氏	로씨 돕기	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	락자	낙자	13920	t_language.xml	523582	获得理念 &lt;link=5_69211 &gt; &lt;color=#005AE1 &gt;落子 &lt;/color &gt; &lt;/link &gt;	이념 &lt;link=5_69211 &gt; &lt;color=#005AE1 &gt;락자 &lt;/color &gt; &lt;/link &gt; 획득	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㅇ	략화	약화	13926	t_language.xml	523588	获得理念 &lt;link=5_65103 &gt; &lt;color=#005AE1 &gt;掠火 &lt;/color &gt; &lt;/link &gt;	이념 &lt;link=5_65103 &gt; &lt;color=#005AE1 &gt;략화 &lt;/color &gt; &lt;/link &gt; 획득	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	론도	논도	15302	t_language.xml	539014	举办论道大会	론도 대회 개최	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	론도	논도	15303	t_language.xml	539015	找人论道	론도 상대 찾기	서명·고유명사·짧은 명칭 가능성. 표기 정책 확인 필요.
검토 필요	ㄹ→ㄴ	론도	논도	15489	t_language.xml	539201	消耗府库资源，举办论道大会，可选拔前几名英雄成为当地官员	부고 자원을 소모하여 론도 대회를 개최합니다. 상위 영웅들을 현지 관리로 선발할 수 있습니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
검토 필요	ㄹ→ㄴ	론도가	논도가	15490	t_language.xml	539202	查看当前地点内所有可进行论道的英雄	현재 장소에서 론도가 가능한 모든 영웅을 확인합니다.	문장 내부 어절. 조사/문맥 예외 여부 확인 필요.
수정 후보 높음	ㄹ→ㅇ	림목	임목	15776	t_language.xml	614119	林木	림목	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
수정 후보 높음	ㄹ→ㅇ	림목	임목	15782	t_language.xml	614125	林木	림목	번역문 전체가 한자어 두음 법칙 대상일 가능성이 높음.
